atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,yelp_id
12.0,4.0,4.0,2.0,,23.0,6.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,eqr5t-Py3oOhIuukz27dEA
17.0,5.0,12.0,1.0,,14.0,6.0,,1.0,,,2.0,,,,,,et8Pwzjy2vjRhETAgEZ1Lg
60.0,49.0,39.0,26.0,7.0,22.0,55.0,1.0,20.0,,11.0,48.0,7.0,5.0,1.0,,,fEKzWC1sbfZSElp46FoNag
14.0,9.0,5.0,19.0,,6.0,4.0,2.0,5.0,,,12.0,,,,,1.0,frTp4FF8-pxlAUREcMpStA
33.0,21.0,35.0,43.0,2.0,31.0,26.0,,29.0,,5.0,32.0,8.0,1.0,,,1.0,gCsidBqhALICug9E2AphCw
7.0,2.0,13.0,30.0,2.0,22.0,4.0,2.0,5.0,1.0,1.0,11.0,,,1.0,,,gvdQwBeV6bOCOvTKxVmTcg
9.0,3.0,12.0,,,14.0,4.0,,1.0,,,,,,,,,h4Un3Tw0yKn7uCLseO7Bvg
19.0,10.0,7.0,23.0,1.0,22.0,8.0,1.0,2.0,,,15.0,1.0,,2.0,,,h7OHsyPpUFz9V7oiQWKFnQ
39.0,19.0,40.0,45.0,6.0,21.0,54.0,1.0,14.0,3.0,2.0,37.0,5.0,3.0,2.0,,1.0,hHVq3NS0ZW9G-ZcLurvUJQ
10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,,,hewGudgB-tUk2ADWsUIHlg
7.0,3.0,4.0,7.0,1.0,9.0,3.0,1.0,7.0,1.0,1.0,7.0,,,,,1.0,jXPU_jCpEQ3Ni8MHqRs1Wg
60.0,45.0,43.0,42.0,8.0,19.0,59.0,2.0,18.0,3.0,7.0,54.0,7.0,4.0,1.0,,,jhFi0oxdyiyCYK7i-CW59A
21.0,5.0,8.0,13.0,,20.0,10.0,2.0,,,,11.0,2.0,,2.0,,1.0,kF_0OkW9sTQQNIwQfbDE3Q
8.0,2.0,9.0,8.0,,33.0,6.0,3.0,7.0,,,19.0,1.0,,,,,kLr68qdt6nutZCuCMz5mDg
30.0,12.0,60.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,13.0,7.0,1.0,1.0,,,kP1b-7BO_VhWk_0tvuA_tw
6.0,2.0,7.0,11.0,1.0,6.0,4.0,,3.0,,1.0,12.0,,,,,,knIq-vPHJGFC0UzAtIFESw
9.0,3.0,5.0,7.0,,16.0,4.0,1.0,2.0,,,2.0,1.0,,2.0,,1.0,l6Ye6vPB6ZPZbxVxMMgvPQ
7.0,4.0,2.0,25.0,2.0,23.0,3.0,1.0,3.0,,,6.0,,,,,2.0,l7iATT41a30rJDp5U_EmQg
3.0,,2.0,,1.0,14.0,1.0,,2.0,,,,,,,,,lE9lGJMmsjwW8XgPOV-Wlw
5.0,3.0,4.0,14.0,,22.0,1.0,2.0,,,,4.0,1.0,,2.0,,,lIDR_8ZuG7WvAaXaavreGg
8.0,3.0,4.0,12.0,,7.0,5.0,2.0,2.0,,,7.0,,1.0,1.0,,,lLPXuKq9jRU06teLRtUjpA
3.0,,1.0,1.0,,5.0,,,,,,16.0,,,1.0,,,lX2o7nBmXkTJiojIqVO6PQ
10.0,4.0,10.0,8.0,4.0,14.0,3.0,1.0,6.0,,3.0,9.0,1.0,,2.0,,,llMSRtQledMr2T9Qbm9VIQ
5.0,,7.0,4.0,,15.0,4.0,1.0,5.0,,1.0,3.0,,1.0,,,,loRoCo53b30zgHZ_mIMatQ
3.0,2.0,2.0,2.0,,,,,3.0,,,,1.0,,1.0,,,luDal00Gw3r-1KjI1454ZA
3.0,1.0,6.0,13.0,1.0,15.0,4.0,4.0,2.0,,1.0,5.0,,,,,,m2CNfH6HiwqgAW8JiFbqZQ
28.0,12.0,56.0,26.0,3.0,14.0,27.0,1.0,10.0,,9.0,11.0,7.0,1.0,1.0,,,m5jCNOs6QG75lkzLhMMryA
60.0,60.0,60.0,25.0,5.0,21.0,55.0,1.0,15.0,2.0,13.0,22.0,8.0,2.0,,,,mI7qw74vuPgf4LJWH3M2oA
3.0,,2.0,3.0,1.0,15.0,4.0,3.0,1.0,,1.0,5.0,,,,,,mIZTif2mj2-CozNOOTFFpg
20.0,11.0,31.0,18.0,3.0,32.0,12.0,,7.0,1.0,1.0,18.0,2.0,,4.0,,,mP1EdIafQKMuOm9O4PzAfA
60.0,50.0,41.0,27.0,7.0,22.0,55.0,1.0,20.0,1.0,13.0,48.0,7.0,5.0,2.0,,,mTyK9-_6CYY6XYAG56c68Q
8.0,4.0,9.0,4.0,,13.0,6.0,1.0,3.0,,3.0,10.0,1.0,,1.0,,,meznC0oLcwFAeD_3AIyLRw
11.0,5.0,6.0,10.0,3.0,19.0,5.0,3.0,7.0,,4.0,13.0,,,2.0,,,mlUbNTKVrPc4UbesjY7mbQ
17.0,9.0,29.0,21.0,4.0,32.0,11.0,,9.0,1.0,1.0,17.0,1.0,,4.0,,,mxjVk5rvPNhzYe_vt3OSQA
10.0,4.0,8.0,18.0,,2.0,9.0,,6.0,,6.0,8.0,1.0,1.0,,,,nBG0C0J7bnBnUMB39F5O-A
35.0,12.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,,,ndO6w5EoVZI1-e_Adl-ltw
3.0,2.0,2.0,1.0,,7.0,2.0,2.0,,,,1.0,,,,,,nlZghMJ6hcu_b7gzwzYdxQ
36.0,25.0,34.0,60.0,3.0,25.0,32.0,,34.0,,2.0,27.0,12.0,1.0,,,1.0,nlnWODemnfzut10tzC5x3A
17.0,9.0,14.0,13.0,3.0,19.0,10.0,,5.0,2.0,1.0,10.0,1.0,1.0,,,,nq902iEwTCZv-EzZV2wHQA
20.0,14.0,41.0,11.0,1.0,17.0,25.0,,9.0,1.0,7.0,8.0,2.0,,,,,oz882XuZCxajKo64Opgq_Q
18.0,4.0,26.0,11.0,3.0,16.0,8.0,2.0,8.0,,1.0,20.0,,,,,1.0,p8ohzzGvGRCHnJKnyO7exA
36.0,13.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,,,pOEHpNa4B6oesmr5ltiv8A
4.0,1.0,1.0,7.0,,10.0,2.0,3.0,1.0,,,4.0,,,,,,pUyPajqPzuN-hdQXW6T3dg
39.0,17.0,60.0,30.0,3.0,16.0,35.0,,14.0,,9.0,14.0,7.0,1.0,1.0,,,pW-9K9V5KQWxd-teAtcjlQ
19.0,6.0,33.0,22.0,3.0,7.0,15.0,1.0,9.0,,6.0,11.0,4.0,,,,,paMwLc8H3QUaGTkBteUT9g
10.0,2.0,11.0,24.0,,25.0,15.0,4.0,3.0,,4.0,16.0,,1.0,2.0,,,poswq7BdLM9Iryd9palDVQ
4.0,2.0,1.0,2.0,,8.0,5.0,3.0,1.0,,,15.0,,,2.0,,,psmBt1lYNosvPbzlSbmJFA
22.0,11.0,24.0,11.0,8.0,20.0,27.0,,10.0,1.0,2.0,41.0,3.0,1.0,,,,pvlM--HZY1a8SqMXiwEz1A
18.0,9.0,20.0,19.0,1.0,24.0,19.0,,9.0,,5.0,13.0,7.0,1.0,2.0,,1.0,q5HPp961WsjoVDaOmN8SwQ
5.0,1.0,5.0,11.0,,4.0,8.0,4.0,,,,2.0,4.0,,,,,qEZA-Vx-K3Snyn-tkQ3IJg
7.0,3.0,8.0,19.0,,2.0,9.0,,5.0,,7.0,8.0,1.0,1.0,,,,qVNYCZi2ofv-oe293JsYkg
9.0,4.0,9.0,3.0,3.0,,5.0,1.0,5.0,2.0,,2.0,2.0,,1.0,,,qVoaL553iwP7fpt0Xr4Bdg
9.0,5.0,3.0,5.0,2.0,6.0,4.0,1.0,3.0,,,4.0,,,,,1.0,qbeheL7TS1oJMlUnJo1aPQ
60.0,52.0,60.0,35.0,7.0,23.0,60.0,1.0,16.0,2.0,15.0,35.0,10.0,4.0,1.0,,,qpg8rxHXMDl8FKLxdxdl3A
6.0,2.0,7.0,10.0,1.0,8.0,5.0,,3.0,,1.0,15.0,,,1.0,,,rK-fgI2_-x0T4lxwF9L4Ww
18.0,3.0,7.0,7.0,3.0,11.0,20.0,1.0,2.0,,3.0,22.0,,1.0,2.0,,,rpIRK9g0uM7Mao5jB39m3w
11.0,4.0,8.0,15.0,,2.0,8.0,,6.0,,8.0,9.0,1.0,1.0,,,,sRNcBkZrs2bOrijfElHVyQ
9.0,1.0,9.0,,9.0,8.0,10.0,,1.0,,,,2.0,,,,,sUmsVV0RPP3Wx6MbWZKyIw
2.0,1.0,9.0,2.0,,5.0,6.0,,6.0,1.0,,1.0,5.0,1.0,1.0,,,sYhfhua7GWiGLQkIUP_TWQ
2.0,,1.0,1.0,,8.0,3.0,2.0,,,,1.0,,,,,,tC7u1XLE6kK31L809NfyUQ
11.0,5.0,18.0,3.0,3.0,15.0,18.0,,6.0,1.0,4.0,3.0,2.0,1.0,,,1.0,tFjWlJCDpANBRAPSMc5Cew
20.0,10.0,8.0,24.0,1.0,22.0,10.0,1.0,2.0,,,15.0,1.0,1.0,2.0,,1.0,tPY0JQVfAVEvVeDauJKEHg
40.0,16.0,60.0,30.0,3.0,17.0,35.0,,16.0,,7.0,16.0,8.0,1.0,1.0,,,tW09hLpf18PYJxNAvNoCqA
4.0,,4.0,1.0,,6.0,2.0,1.0,1.0,,,1.0,2.0,,,,,tox6xX92Lws6IwFvVD8puQ
1.0,1.0,9.0,2.0,,5.0,6.0,,4.0,1.0,,1.0,5.0,1.0,1.0,,,tqq3nQ9Gg0sNNrlndZlSHw
,,1.0,,,7.0,,,,,,5.0,,,,,,ttbt7fmqbU4YdT1jPXiBwg
60.0,52.0,48.0,58.0,10.0,21.0,60.0,2.0,22.0,4.0,6.0,53.0,7.0,3.0,3.0,,,tyVAy-kkpui3p7zxxZok7g
4.0,2.0,3.0,7.0,,14.0,3.0,,1.0,,,9.0,,,1.0,,,u0CvoJ_bAx5SCSiI_meUOQ
3.0,,4.0,,2.0,24.0,3.0,,2.0,,,12.0,,,1.0,,,u4dXemPMSM8TeDPmodFc2A
45.0,29.0,36.0,60.0,4.0,16.0,33.0,,30.0,,2.0,31.0,13.0,1.0,,,1.0,u51e3gychuqBYNqe2xG6_w
27.0,12.0,55.0,23.0,3.0,12.0,24.0,1.0,10.0,,6.0,11.0,7.0,2.0,1.0,,,uBXOc3uxpCSmd22P6LOeew
60.0,39.0,60.0,33.0,6.0,22.0,52.0,,17.0,,13.0,39.0,8.0,5.0,1.0,,,uCJqYrBSITSrJBHyMPznwg
,,,2.0,,24.0,1.0,1.0,3.0,,1.0,3.0,,,,,,uCN25MmdW27fZ2UJQ-tU4Q
28.0,15.0,43.0,38.0,3.0,23.0,23.0,,21.0,2.0,4.0,32.0,7.0,1.0,,,,uMZoY7AyG08rnN-YiQN7fA
21.0,11.0,20.0,9.0,8.0,16.0,24.0,,10.0,1.0,,37.0,3.0,1.0,,,,uSM_sCp22BJWeatTDl6ODA
30.0,12.0,58.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,12.0,7.0,1.0,1.0,,,uXOVFQraz1va1TrtgiqYTg
59.0,37.0,38.0,25.0,7.0,17.0,51.0,1.0,17.0,,13.0,49.0,7.0,5.0,1.0,,,uYqizPy4eUSpwOha0RkVPg
40.0,25.0,36.0,60.0,3.0,29.0,27.0,,33.0,1.0,2.0,33.0,12.0,1.0,,,1.0,vCaaXCYqpBsxJy2kBR67IA
4.0,,4.0,2.0,,10.0,1.0,2.0,,,,2.0,,,,,,vPXrpTMN3Z4IjcX4ZbrlJQ
36.0,13.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,,,vQNe7TD_QDpGtGbkaAqi8Q
1.0,,,,,8.0,,,,,,,,,,,,vUpbLwBKL1YiOreQ7p6Vfw
18.0,4.0,11.0,21.0,,12.0,10.0,1.0,12.0,,,11.0,,,1.0,,,vVF-M6yj3uUljHFZ_WXeiw
10.0,2.0,1.0,5.0,,16.0,3.0,7.0,2.0,,,7.0,1.0,,,,,vcqSLjbljnkTqXKOgi9q1Q
43.0,17.0,60.0,31.0,3.0,16.0,37.0,,13.0,,10.0,16.0,7.0,2.0,1.0,,,vxkOVmhReRa4XYfAT1hMxA
3.0,1.0,4.0,6.0,,17.0,2.0,1.0,4.0,,1.0,10.0,,,,,,vyE6uuzEcB8vl11skeofrQ
4.0,2.0,4.0,8.0,,3.0,2.0,1.0,6.0,,,1.0,4.0,,1.0,,,wITbeprsnf9wt1CYHIf4Dw
6.0,1.0,1.0,,,10.0,4.0,,1.0,,,11.0,,,3.0,,,wOw3Hb1ImlNBc0-eI13Dhw
32.0,12.0,57.0,28.0,3.0,17.0,28.0,1.0,15.0,,6.0,13.0,6.0,1.0,1.0,,,wVHoVfbaIPvlP1sCzOuaZg
60.0,27.0,60.0,32.0,3.0,18.0,42.0,,12.0,,12.0,18.0,8.0,4.0,1.0,,,wdKi_CGVXIgdah5kaUsZKA
15.0,5.0,2.0,17.0,1.0,15.0,4.0,5.0,7.0,,,10.0,1.0,,1.0,,,whrxNVNwY3BLb2SYPWsX0A
9.0,2.0,2.0,8.0,,23.0,4.0,2.0,5.0,,1.0,9.0,,,,,,wt-fwK_Y4WmJ0HBui4EsIQ
2.0,,3.0,1.0,,8.0,,,1.0,,2.0,2.0,,,,,,wuiDoeKWClLrr2g2LSXA8w
9.0,3.0,1.0,9.0,,20.0,4.0,3.0,1.0,,,4.0,1.0,,,,,x2C2q4DtrAWAIS6ZyJZjuA
4.0,2.0,,5.0,,,2.0,1.0,,,,1.0,,,,,,xCKxmjueOoS5NBrOHuJ5Lg
7.0,2.0,12.0,10.0,1.0,34.0,9.0,,6.0,,2.0,15.0,1.0,,,,,xXj6XsEvpRJ0hMHAh9N02A
60.0,60.0,60.0,38.0,7.0,24.0,59.0,1.0,21.0,2.0,16.0,33.0,10.0,3.0,,,,xZ22_0eJOgaiKqIhoSHrPw
54.0,23.0,60.0,30.0,3.0,15.0,42.0,,15.0,,10.0,19.0,8.0,1.0,1.0,,,y2w6rFaO0XEiG5mFfOsiFA
4.0,1.0,4.0,7.0,,17.0,5.0,4.0,,,,5.0,1.0,,,,,yQL8SrSETbbCI1U5esVJQw
23.0,11.0,20.0,15.0,8.0,21.0,28.0,,12.0,2.0,3.0,41.0,3.0,1.0,1.0,,,yoem-KW_Jln0LqsdLwLeUQ
7.0,2.0,12.0,10.0,1.0,34.0,8.0,,6.0,,2.0,14.0,1.0,,,,,zL2-u9LuxmPzC9d5qnTkvQ
8.0,4.0,5.0,17.0,2.0,6.0,6.0,4.0,5.0,1.0,1.0,5.0,3.0,,,,,zSP2I7sQR3rWQUdo4LBNVQ
28.0,16.0,36.0,12.0,3.0,30.0,17.0,,12.0,1.0,1.0,18.0,6.0,1.0,1.0,,1.0,zZ7roMv_c8R4slTMPPdkng
13.0,4.0,6.0,12.0,5.0,19.0,8.0,3.0,6.0,,1.0,16.0,2.0,1.0,,,1.0,zkUgoHp4cyCpOyrJKofX6A
18.0,3.0,15.0,17.0,,15.0,10.0,1.0,10.0,,,10.0,,,2.0,,,zmZ3HkVCeZPBefJJxzdJ7A
14.0,8.0,12.0,20.0,3.0,23.0,9.0,,4.0,1.0,1.0,14.0,4.0,2.0,1.0,,1.0,zrCMsPgOciEc5wNbCpLI3Q
8.0,3.0,3.0,7.0,,9.0,3.0,1.0,3.0,1.0,2.0,9.0,,1.0,,,,zvKfCAOBzVcxc1HLpoIY8A
141.0,78.0,154.0,114.0,7.0,112.0,95.0,17.0,41.0,5.0,16.0,63.0,21.0,2.0,1.0,1.0,1.0,#NAME?
5.0,3.0,7.0,5.0,,,2.0,1.0,1.0,,,4.0,1.0,,1.0,,,03fIEBvPAqWfRzmac8RpSA
15.0,10.0,22.0,53.0,1.0,9.0,9.0,3.0,7.0,,,9.0,5.0,,1.0,,,0GHVLGiPedjhkdel6yAUgg
74.0,57.0,48.0,58.0,9.0,28.0,77.0,5.0,19.0,3.0,7.0,55.0,10.0,4.0,2.0,,,0HuJBzTyauNtuLINzlsEVA
9.0,2.0,6.0,32.0,,8.0,1.0,7.0,2.0,,,7.0,,,,,,0JTreCz32EjrOUf7nP7HuQ
17.0,5.0,13.0,31.0,2.0,28.0,7.0,7.0,8.0,1.0,,9.0,7.0,,2.0,,,0f7KLXeVKJ1dZg5OqIGtPw
11.0,6.0,4.0,10.0,,11.0,4.0,10.0,2.0,,,1.0,1.0,,,,,0tIX58080u_ksZPZG63whA
46.0,19.0,39.0,19.0,5.0,75.0,23.0,,8.0,2.0,3.0,22.0,4.0,2.0,,,1.0,0wemURLMYj9YkkXJI2aS6w
59.0,43.0,59.0,63.0,6.0,19.0,42.0,,29.0,2.0,8.0,30.0,22.0,1.0,,,1.0,1-i9Iq7J8pvwrmW9Fqf4SA
1.0,1.0,5.0,2.0,,,1.0,2.0,1.0,,,4.0,,,,,1.0,1Ex6vG9FkMHilFCPVJ35YQ
22.0,9.0,26.0,42.0,2.0,28.0,19.0,5.0,7.0,1.0,1.0,11.0,1.0,,,,,1Q5a1_8kthcjJwCnEIxXRQ
63.0,55.0,54.0,71.0,10.0,21.0,65.0,3.0,27.0,5.0,6.0,62.0,9.0,3.0,4.0,,,1eVBCvSgCBVUJqAJ4b0ikQ
27.0,5.0,17.0,28.0,,31.0,12.0,4.0,11.0,,1.0,13.0,,,2.0,,,1exJzD7WPZzJ72JRG1CGWg
5.0,1.0,16.0,2.0,,17.0,5.0,,,,1.0,4.0,,,,,,1oPxBD7nBPa8I6ZCeX1Svg
8.0,4.0,2.0,14.0,1.0,23.0,2.0,5.0,3.0,,,7.0,,,2.0,,,23f1WhgIDNih9vn7SrCTeQ
22.0,10.0,9.0,9.0,,29.0,1.0,3.0,5.0,,1.0,5.0,3.0,,2.0,,,2BKr3Iu24F64GvTOg288PQ
15.0,8.0,13.0,7.0,1.0,45.0,10.0,6.0,2.0,2.0,1.0,18.0,2.0,,1.0,,,2Hsx_X-zX2xuz0-9MaG-3w
11.0,6.0,5.0,17.0,,5.0,3.0,6.0,3.0,1.0,,2.0,6.0,,,,,2Qu5VsJvpfGfWtJNyS3fvw
36.0,24.0,38.0,56.0,2.0,41.0,27.0,1.0,31.0,,5.0,32.0,9.0,1.0,,,1.0,2WIwCGnGRHGIasaQq4SXRg
37.0,25.0,42.0,60.0,3.0,25.0,35.0,5.0,35.0,,2.0,28.0,13.0,1.0,,,1.0,2che358Nd2sQoX4j9E0HQA
56.0,36.0,51.0,19.0,1.0,16.0,33.0,,12.0,3.0,7.0,10.0,3.0,1.0,,,,2eeDbNOObKw6g3rSYehweQ
6.0,3.0,25.0,12.0,1.0,34.0,1.0,,5.0,,,2.0,1.0,,1.0,,,30fzRmlJ3diNIpctApYB_g
8.0,2.0,5.0,9.0,,15.0,2.0,3.0,8.0,,,3.0,2.0,,,,,32hMRsZlsjcidvQSZTrLmQ
70.0,59.0,63.0,43.0,8.0,37.0,63.0,1.0,18.0,3.0,15.0,38.0,11.0,4.0,2.0,,,3CC2-XvRP4uAsac7wHQClQ
25.0,13.0,23.0,43.0,,27.0,11.0,4.0,6.0,,,14.0,4.0,,4.0,,2.0,3No1_3dc_lveYA2ckbnZfw
33.0,20.0,29.0,62.0,2.0,20.0,13.0,5.0,9.0,,,20.0,3.0,,5.0,,,3P5pq-su7-v7mVu-hmlxoQ
32.0,14.0,39.0,18.0,1.0,29.0,26.0,1.0,13.0,1.0,6.0,19.0,6.0,1.0,1.0,,1.0,3V66e_27HUGzaW_kVcyjjg
46.0,29.0,43.0,73.0,3.0,41.0,27.0,1.0,35.0,1.0,2.0,33.0,14.0,1.0,2.0,,1.0,3ZMjCTIGUOkMVLjUJeXmRA
18.0,11.0,2.0,15.0,,19.0,10.0,2.0,9.0,,,11.0,1.0,,,,,3_Qqf53FV-UE0cuVuXBf5A
12.0,6.0,13.0,10.0,,5.0,2.0,,4.0,,,4.0,2.0,,,,,3qjtKYq0WLwbcJpneNfLxg
20.0,6.0,27.0,45.0,5.0,14.0,25.0,3.0,14.0,1.0,1.0,31.0,10.0,,1.0,,,3ysQylsFQj7JNIlQjncQeQ
20.0,13.0,9.0,41.0,5.0,14.0,14.0,2.0,15.0,1.0,,17.0,1.0,,1.0,,,435AFqUlpfkv2MvSHw6S8A
9.0,2.0,7.0,6.0,,8.0,2.0,3.0,,,1.0,3.0,2.0,,,,,4DT7WK-nj6_zueqcXKbkSw
4.0,,3.0,1.0,,6.0,,1.0,,,,4.0,,,,,,4HMXBbZ80YJtfhFWpgZymg
15.0,1.0,7.0,30.0,,20.0,8.0,10.0,1.0,1.0,,13.0,1.0,,1.0,,,4HV_hC25H51ys1pHnSf53A
13.0,17.0,10.0,45.0,1.0,24.0,18.0,2.0,6.0,,,8.0,14.0,,,,,516gtqnFG9C5aORpzHD4zA
67.0,62.0,46.0,32.0,3.0,43.0,55.0,3.0,18.0,3.0,7.0,17.0,6.0,1.0,,,1.0,53TXd8e-ZJ5gzLv8C9sQGA
67.0,60.0,44.0,54.0,8.0,40.0,64.0,4.0,24.0,1.0,13.0,57.0,9.0,5.0,3.0,,,543zy3lE-D7vJ11V6CaJaA
64.0,25.0,41.0,33.0,3.0,68.0,41.0,2.0,10.0,1.0,4.0,21.0,6.0,2.0,,,,5YpB7TebW0tKRhbwEJTNGg
38.0,18.0,47.0,45.0,4.0,20.0,45.0,,13.0,3.0,4.0,40.0,6.0,4.0,,,,5mJOK9xvf1GuKRClgJZN2g
4.0,1.0,9.0,6.0,1.0,3.0,5.0,2.0,1.0,,,1.0,5.0,,,,,5ngjrYkQOUuw07O6qkk1Lw
65.0,37.0,60.0,31.0,2.0,68.0,34.0,5.0,8.0,1.0,,24.0,6.0,,1.0,,,5nttRsGGVgfYHxGFCwEEuQ
21.0,4.0,23.0,5.0,2.0,22.0,17.0,9.0,5.0,1.0,,12.0,2.0,,1.0,,1.0,5oUOPgwX1fyfCpoy2oqKLA
39.0,17.0,40.0,63.0,6.0,14.0,44.0,3.0,20.0,1.0,6.0,30.0,14.0,,1.0,,,6CZWccw-3uTuGbG2FFE-7Q
12.0,7.0,14.0,14.0,,22.0,2.0,4.0,10.0,,3.0,4.0,,3.0,1.0,,1.0,6eiWLIo58e4q1pOt_p6FXQ
54.0,25.0,27.0,55.0,6.0,27.0,47.0,5.0,25.0,1.0,5.0,50.0,8.0,,2.0,1.0,1.0,7200x8GYzQSeBzuiv3_4BA
31.0,19.0,9.0,24.0,1.0,16.0,8.0,3.0,6.0,,,5.0,3.0,,,,,7BCRsCH3dTswfAuNw_4Lcw
12.0,3.0,14.0,17.0,1.0,34.0,10.0,3.0,8.0,,2.0,17.0,2.0,,,,,7PmFprvL0CkcuuwkTgfD0A
3.0,4.0,6.0,11.0,1.0,26.0,7.0,3.0,7.0,1.0,,22.0,2.0,,1.0,,,7VOtHB8Iua_tTuALsUUjgw
25.0,11.0,21.0,29.0,,19.0,11.0,3.0,9.0,,,6.0,4.0,,3.0,,,84wwd6yQtUuYTncZMvEs1A
13.0,4.0,18.0,24.0,4.0,43.0,16.0,,5.0,,1.0,9.0,2.0,,1.0,,1.0,8Va6d8a9QLfsAOEkI7qDig
6.0,2.0,6.0,10.0,,2.0,4.0,,1.0,,1.0,3.0,2.0,,,,,8tk2n3wdXX3oq8lryKfeig
7.0,3.0,24.0,6.0,1.0,25.0,3.0,4.0,4.0,,3.0,13.0,1.0,,,,,9FA1esS8PrZapjaZxlU3gQ
22.0,3.0,8.0,19.0,1.0,48.0,7.0,2.0,7.0,,,15.0,2.0,,3.0,,,9Jiax4wZ94ZmMcMzmpdvJA
13.0,3.0,5.0,13.0,2.0,19.0,1.0,4.0,1.0,,,13.0,3.0,,2.0,,,9LPokpPIiNCC5ilJXwX_rQ
13.0,5.0,18.0,20.0,2.0,31.0,7.0,3.0,4.0,1.0,1.0,5.0,3.0,,,,,9MKqG6XgUEdErB5zfH5faA
17.0,6.0,18.0,14.0,4.0,29.0,16.0,3.0,13.0,1.0,1.0,26.0,2.0,,,,,9p61hOdz5-Ui3URxad6zXQ
33.0,16.0,40.0,60.0,6.0,14.0,46.0,,19.0,1.0,7.0,29.0,13.0,,1.0,,,9qCjkJvgnpzOjKLodDEMxw
16.0,5.0,7.0,26.0,,26.0,7.0,1.0,8.0,,1.0,5.0,1.0,1.0,1.0,,,A52cxall8PLq49e4chbS4w
16.0,6.0,8.0,42.0,,2.0,10.0,2.0,8.0,2.0,,4.0,5.0,,,,,AEtXvhDMnAHdLSpq2AXSKQ
6.0,1.0,6.0,20.0,,18.0,2.0,7.0,1.0,,,7.0,,,1.0,,1.0,APECdd5_koT_SCeFZtmBgw
9.0,5.0,5.0,12.0,,3.0,6.0,7.0,5.0,,,5.0,1.0,,,,,AjB5u7SN6Heybe93KJerRg
27.0,12.0,10.0,33.0,,16.0,14.0,8.0,8.0,,1.0,10.0,7.0,,,,,AnTgeAlqdJNdsuxFwUp08Q
3.0,3.0,3.0,16.0,2.0,31.0,8.0,6.0,5.0,,3.0,19.0,,,1.0,,,Ap0Td6JKyKH013jqe2CLzg
39.0,17.0,60.0,20.0,1.0,69.0,20.0,5.0,9.0,4.0,2.0,22.0,3.0,,1.0,,,Az9zW6yZIp6Gr_yIeDr8HQ
17.0,5.0,3.0,26.0,,36.0,5.0,2.0,8.0,,2.0,14.0,,,1.0,,1.0,B0ZTztL-vjgm2Tc1ZxSbHg
8.0,4.0,14.0,40.0,1.0,6.0,9.0,,7.0,,,6.0,7.0,,,,,BPgLStNSXwFBWfgN4NNPEA
32.0,20.0,35.0,11.0,1.0,60.0,21.0,2.0,2.0,,3.0,13.0,3.0,,2.0,,,BksGHqC1MhkHENSXsB98-w
20.0,6.0,10.0,17.0,1.0,19.0,8.0,11.0,2.0,,1.0,7.0,3.0,,1.0,,,BlOx7ZMCcJj9LW_rjXgG-A
30.0,10.0,16.0,37.0,1.0,8.0,16.0,8.0,5.0,,,13.0,3.0,,6.0,1.0,,BvZzEYCyjtoD9G1vFDSNaw
8.0,2.0,11.0,16.0,2.0,39.0,3.0,6.0,11.0,,2.0,17.0,,,,,,Bwt9AG0Uh3zdQdP-doVIFQ
5.0,2.0,10.0,23.0,,15.0,6.0,,5.0,,,3.0,1.0,,,,,BzMY8FGwrsLzoAMaUNCu6A
8.0,2.0,11.0,46.0,,25.0,8.0,,3.0,,2.0,4.0,1.0,1.0,,,,C-fUZt8ebNhak8guQX5B8w
13.0,6.0,1.0,17.0,1.0,28.0,6.0,6.0,6.0,,,10.0,1.0,,,,,C5lIHzyytQSBjZVVWWyS5g
8.0,,29.0,15.0,,15.0,7.0,3.0,5.0,,,4.0,1.0,1.0,,,,CCUEBkzBjdtlSyN9JS97BA
47.0,24.0,39.0,68.0,5.0,16.0,43.0,6.0,23.0,1.0,6.0,35.0,14.0,1.0,2.0,,1.0,CR3dPONyM_-rea2m7_oCjw
7.0,6.0,3.0,18.0,,13.0,5.0,6.0,2.0,1.0,,,3.0,,,,,CniL0Mpi-VceOsoJbEWbdQ
10.0,1.0,10.0,17.0,,19.0,14.0,8.0,3.0,2.0,,7.0,3.0,,,,,CwE4HOuj9Ww-pUEx8JauLw
13.0,1.0,4.0,10.0,,34.0,4.0,10.0,,,,2.0,,,,,,DBwamokFOkRlhGeaf7AmBg
21.0,10.0,24.0,26.0,5.0,24.0,15.0,9.0,9.0,1.0,1.0,24.0,4.0,1.0,1.0,,,DIIkt-9jIHdGO1_F2Bj9Nw
17.0,7.0,18.0,25.0,1.0,37.0,15.0,4.0,5.0,,6.0,18.0,4.0,1.0,2.0,,,DK_-WdFdbCFWtkNbm4FZyg
